"","tmp1","tmp2","tmp3","tmp4","tmp5","tmp6","tmp7","tmp8"
"1",0.00255942075953735,0.56,2.5959840395872e-05,0.78,6.76692076784542e-08,1,6.77647383397646e-08,1
"2",0.714903141000616,-0.07,0.63586533539371,-0.09,1.04362943785582e-06,0.905,9.11593519630026e-07,0.91
"3",2.29637602489241e-05,0.785,0.00111474473119365,0.605,0.129731797476568,0.2825,0.0482861076766816,0.3675
"4",0.0678552843087824,-0.34,0.072032079972931,-0.335,0.394082168216185,-0.16,0.379242495502244,-0.165
"5",0.989208398637441,-0.005,0.967633091020891,-0.01,0.892408848058552,0.0275,0.871063199079279,0.0325
"6",0.0135399894367318,0.347222222222222,0.0336926564206535,0.395,0.00102058874758394,-0.152777777777778,0.000307455315612996,0.665
"7",0.170688593373803,-0.271875,0.0128160023539976,-0.4625,0.290044927197481,0.09375,0.645297217020045,0.0875
"8",0.0271541728269275,0.15,0.755186336807821,-0.06,0.474549143449401,-0.85,0.167438987415275,0.255
"9",0.00162114800136278,0.585,9.78908648277141e-05,0.7225,9.35486544033188e-08,0.9,6.30394288277979e-08,1
"10",0.00316511631497692,0.5475,0.0513855130877529,0.3625,0.0256080835380769,-0.8,6.35800426049644e-08,1
"11",0.958653130458572,-0.161764705882353,0.849741398265586,0.0375,NA,NA,NA,NA
"12",0.0907709878006313,0.315,0.0274761594963214,0.41,0.704830544315041,0.0725,0.490293561540402,0.13
"13",0.171688310556885,0.255,0.456845037725017,0.14,0.0258594822016237,-0.8,5.71862125579231e-08,1
"14",0.151517200133422,0.2675,0.129767799222125,0.2825,1.43943156112572e-06,0.81,1.19813029361405e-06,0.9
"15",1,-0.0538461538461538,0.464965340714972,-0.1375,0.181105228714402,-0.473076923076923,0.133119296785818,-0.28
"16",0.424796572160391,-0.15,0.000414982320362991,0.655,0.00079230144686307,0.6225,0.00318219883563375,0.5475
"17",0.0142222518666117,0.455,0.000556856479983669,0.64,0.0279582505318015,0.4075,0.1322991553655,0.28
"18",0.00028880773950933,-0.681578947368421,0.000394512201675142,-0.6575,7.00817715771825e-05,-0.747368421052632,0.00162525754625207,-0.585
"19",0.0230096504324645,0.05,0.956091551849591,-0.0125,0.5531964108882,0.01,0.00667897058876351,-0.495
"20",0.00023646699415175,0.5,0.0829952340666863,0.3225,0.0155980210678123,0.483333333333333,0.532821690396243,0.1175
"21",0.169913332670952,0.267647058823529,0.424774840757643,0.15,0.737055714260552,-0.0676470588235294,0.401499413848053,-0.1575
"22",0.00217610888225727,0.415384615384615,0.0798489786086562,0.325,0.96781363889684,-0.111538461538462,0.389868128500569,-0.16
"23",0.836957169287783,-0.0416666666666667,0.674437798003052,-0.08,0.148010617168273,-0.394444444444444,0.329131300771097,-0.1825
