"","tmp1","tmp2","tmp3","tmp4","tmp5","tmp6","tmp7","tmp8"
"1",2.39445581139899e-08,0.4569,2.22785763311137e-22,0.7966,2.65256977103525e-33,0.9843,1.28538583757794e-33,0.9892
"2",2.39470448920733e-22,0.796,2.50475613451228e-21,0.7762,1.07664796082099e-19,0.7434,2.15417071310135e-19,0.7372
"3",4.4423541347072e-26,0.866868686868687,1.36047798090014e-17,0.699,9.30006484311463e-12,0.559494949494949,1.06303829378957e-07,0.4352
"4",0.0623951660934331,-0.153814432989691,0.00135869338178028,-0.2623,0.542751619856469,-0.0503092783505155,0.409572470686922,-0.0676
"5",0.094425334003518,0.137,0.0395366521123829,0.1686,0.551865096451154,0.0488,0.598505360938723,0.0432
"6",0.00600577731344649,0.222873563218391,0.00489830278727655,0.2304,8.09022676724646e-11,0.352068965517241,1.40678982663763e-06,0.3949
"7",3.65109582069456e-05,0.357407407407407,0.00209432485135894,0.2519,0.0199932243709571,0.120493827160494,0.407422446939518,0.0679
"8",0.00594513822022648,0.0959649122807017,0.162905637448038,-0.1143,0.000463156473477318,-0.0464912280701754,0.146959622543671,0.1188
"9",2.84012372917133e-31,0.9522,2.34774952142424e-25,0.8518,2.47765541762005e-34,1,1.11425150073498e-31,0.9586
"10",0.000171858211020794,0.32202380952381,0.0120100789421561,0.2057,1.35415174053582e-13,0.200833333333333,4.32497258659885e-12,0.567
"11",0.474745885403085,-0.165454545454545,0.361187428288007,-0.0748,7.55479564935813e-06,-0.467613636363636,6.72526764898486e-08,0.4415
"12",0.0753045937102345,0.146428571428571,0.636357641658841,-0.0388,0.00880434769793148,-0.215612244897959,0.00762593758531463,-0.2185
"13",2.00514393377434e-24,0.8349,4.17265524216984e-08,0.4489,8.86910948489961e-33,0.82,1.70133019664872e-32,0.9715
"14",0.975263739176205,0.0026530612244898,0.762835803017296,0.0248,4.68549893753017e-09,0.482040816326531,1.50178304778172e-08,0.4635
"15",8.86822750670434e-28,-0.933058823529412,3.42200801722947e-21,-0.7735,0.0607136666845733,0.149294117647059,0.0155581407527361,-0.1981
"16",1.89494773858349e-17,0.701237113402062,1.11802775877363e-22,0.8023,5.37420831837627e-12,0.568865979381443,2.86988309972229e-14,0.6225
"17",0.00204826331773434,0.245161290322581,1.87731226549293e-06,0.3902,0.000166373238333607,0.313978494623656,1.08141234295037e-06,0.3992
"18",1.02445386336136e-24,-0.888395061728395,8.62143119677882e-08,-0.4382,3.35401207736606e-23,-0.858765432098765,2.36777378252783e-07,-0.423
"19",0.377821056197077,-0.309811320754717,0.320202951474697,0.0807,0.202577120884997,0.0264150943396226,0.0775600667249073,-0.1439
"20",5.84768318410219e-05,-0.140434782608696,5.53042266232533e-05,0.3272,3.07165745457426e-11,0.558985507246377,0.00810706451562361,0.2165
"21",1.36854713887862e-06,0.424025974025974,0.00114325199556587,0.2662,8.27405676258004e-07,0.432727272727273,0.00943967499645415,0.2124
"22",1.1284075796872e-05,0.0893150684931507,0.00240523303693178,0.2472,5.02821548215594e-06,0.326438356164384,0.0422599686779221,0.1661
"23",0.00973223045027159,0.182,0.211348831741361,0.1023,0.00767227490484158,0.224,0.0716384049319526,0.1474
