0.31271,0.21233,0.26724,0.23664,0.30505
0.33333,0.23288,0.2931,0.25954,0.32655
0.33333,0.23288,0.2931,0.25954,0.32655
0.31271,0.21233,0.26724,0.23664,0.30505
0.31959,0.21918,0.27586,0.24427,0.31222
0.30822,0.20548,0.25862,0.22901,0.29976
0.32192,0.21918,0.27586,0.24427,0.31407
0.31507,0.21233,0.26724,0.23664,0.30692
0.30822,0.20548,0.25862,0.22901,0.29976
0.32423,0.22449,0.28205,0.25,0.31716
0.30584,0.20548,0.25862,0.22901,0.29788
0.29897,0.19863,0.25,0.22137,0.29071
0.31959,0.21918,0.27586,0.24427,0.31222
0.31959,0.21918,0.27586,0.24427,0.31222
0.29897,0.19863,0.25,0.22137,0.29071
0.32877,0.22603,0.28448,0.25191,0.32122
0.32192,0.21918,0.27586,0.24427,0.31407
0.32192,0.21918,0.27586,0.24427,0.31407
0.34247,0.23973,0.30172,0.26718,0.33552
0.31741,0.21769,0.2735,0.24242,0.31005
0.31959,0.21918,0.27586,0.24427,0.31222
0.32646,0.22603,0.28448,0.25191,0.31938
0.32646,0.22603,0.28448,0.25191,0.31938
0.31959,0.21918,0.27586,0.24427,0.31222
0.31959,0.21918,0.27586,0.24427,0.31222
0.32192,0.21918,0.27586,0.24427,0.31407
0.30822,0.20548,0.25862,0.22901,0.29976
0.31507,0.21233,0.26724,0.23664,0.30692
0.32192,0.21918,0.27586,0.24427,0.31407
0.29693,0.19728,0.24786,0.2197,0.2887
0.31959,0.21918,0.27586,0.24427,0.31222
0.31959,0.21918,0.27586,0.24427,0.31222
0.31959,0.21918,0.27586,0.24427,0.31222
0.31271,0.21233,0.26724,0.23664,0.30505
0.31271,0.21233,0.26724,0.23664,0.30505
0.32192,0.21918,0.27586,0.24427,0.31407
0.32877,0.22603,0.28448,0.25191,0.32122
0.30822,0.20548,0.25862,0.22901,0.29976
0.32192,0.21918,0.27586,0.24427,0.31407
0.31741,0.21769,0.2735,0.24242,0.31005
0.31959,0.21918,0.27586,0.24427,0.31222
0.2921,0.19178,0.24138,0.21374,0.28355
0.31959,0.21918,0.27586,0.24427,0.31222
0.33333,0.23288,0.2931,0.25954,0.32655
0.34021,0.23973,0.30172,0.26718,0.33372
0.32192,0.21918,0.27586,0.24427,0.31407
0.30822,0.20548,0.25862,0.22901,0.29976
0.30822,0.20548,0.25862,0.22901,0.29976
0.32192,0.21918,0.27586,0.24427,0.31407
0.31741,0.21769,0.2735,0.24242,0.31005
0.31959,0.21918,0.27586,0.24427,0.31222
0.32646,0.22603,0.28448,0.25191,0.31938
0.32646,0.22603,0.28448,0.25191,0.31938
0.29897,0.19863,0.25,0.22137,0.29071
0.31959,0.21918,0.27586,0.24427,0.31222
0.32192,0.21918,0.27586,0.24427,0.31407
0.33562,0.23288,0.2931,0.25954,0.32837
0.29452,0.19178,0.24138,0.21374,0.28546
0.31507,0.21233,0.26724,0.23664,0.30692
0.32423,0.22449,0.28205,0.25,0.31716
0.31959,0.21918,0.27586,0.24427,0.31222
0.32646,0.22603,0.28448,0.25191,0.31938
0.32646,0.22603,0.28448,0.25191,0.31938
0.31271,0.21233,0.26724,0.23664,0.30505
0.29897,0.19863,0.25,0.22137,0.29071
0.32192,0.21918,0.27586,0.24427,0.31407
0.32192,0.21918,0.27586,0.24427,0.31407
0.30822,0.20548,0.25862,0.22901,0.29976
0.32877,0.22603,0.28448,0.25191,0.32122
