0.71875,0.11538,0.42857,0.18182,0.58507
0.63542,0.0625,0.28571,0.10256,0.47432
0.71134,0,0,NaN,0.38333
0.72165,0.11538,0.42857,0.18182,0.58651
0.86735,0.27273,0.375,0.31579,0.64306
0.71875,0.11538,0.42857,0.18182,0.58507
0.79167,0.066667,0.14286,0.090909,0.49278
0.80412,0.071429,0.14286,0.095238,0.49921
0.57732,0.11364,0.71429,0.19608,0.64048
0.79592,0.2,0.5,0.28571,0.66111
0.72917,0.047619,0.14286,0.071429,0.45907
0.79167,0.11765,0.28571,0.16667,0.55859
0.56701,0.073171,0.42857,0.125,0.50317
0.74227,0.15385,0.57143,0.24242,0.66349
0.63265,0.088235,0.375,0.14286,0.51528
0.79167,0.11765,0.28571,0.16667,0.55859
0.71875,0.1875,0.85714,0.30769,0.7825
0.62887,0.060606,0.28571,0.1,0.47063
0.74227,0.125,0.42857,0.19355,0.59762
0.73469,0.15385,0.5,0.23529,0.62778
0.67708,0.038462,0.14286,0.060606,0.43098
0.70833,0.16129,0.71429,0.26316,0.71108
0.75258,0.13043,0.42857,0.2,0.60317
0.52577,0,0,NaN,0.28333
0.71429,0.11538,0.375,0.17647,0.55972
0.75,0.052632,0.14286,0.076923,0.4703
0.63542,0.11111,0.57143,0.18605,0.60594
0.59794,0.055556,0.28571,0.093023,0.45397
0.73196,0.17241,0.71429,0.27778,0.72381
0.83673,0.1,0.125,0.11111,0.5125
0.60417,0.10256,0.57143,0.17391,0.58909
0.71875,0.11538,0.42857,0.18182,0.58507
0.72165,0.045455,0.14286,0.068966,0.45476
0.74227,0.15385,0.57143,0.24242,0.66349
0.73469,0.125,0.375,0.1875,0.57083
0.64583,0.034483,0.14286,0.055556,0.41413
0.73958,0.125,0.42857,0.19355,0.59631
0.72165,0.11538,0.42857,0.18182,0.58651
0.72165,0.11538,0.42857,0.18182,0.58651
0.72449,0.086957,0.25,0.12903,0.50833
0.86458,0.2,0.28571,0.23529,0.59791
0.59375,0.078947,0.42857,0.13333,0.51766
0.74227,0.125,0.42857,0.19355,0.59762
0.64948,0.034483,0.14286,0.055556,0.41587
0.82653,0,0,NaN,0.45
0.64583,0.090909,0.42857,0.15,0.54575
0.78125,0,0,NaN,0.42135
0.68041,0.125,0.57143,0.20513,0.63016
0.73196,0.086957,0.28571,0.13333,0.52619
0.72449,0.086957,0.25,0.12903,0.50833
0.68,0.22222,0.66667,0.33333,0.67424
0.82,0.36364,0.66667,0.47059,0.75379
0.88,0.5,0.16667,0.25,0.57197
0.29412,0.10811,0.57143,0.18182,0.41071
0.66667,0,0,NaN,0.38636
0.88,0.5,0.16667,0.25,0.57197
0.66,0.076923,0.16667,0.10526,0.44697
0.86,0.44444,0.66667,0.53333,0.77652
0.88235,1,0.14286,0.25,0.57143
0.88235,0.6,0.42857,0.5,0.69156
0.84,0.33333,0.33333,0.33333,0.62121
0.62,0.15789,0.5,0.24,0.56818
0.7,0.090909,0.16667,0.11765,0.4697
0.68627,0.2,0.42857,0.27273,0.57792
0.86275,0.5,0.28571,0.36364,0.62013
0.9,0.57143,0.66667,0.61538,0.79924
0.82,0.2,0.16667,0.18182,0.53788
0.76,0,0,NaN,0.43182
0.86275,0.5,0.42857,0.46154,0.68019
0.68627,0,0,NaN,0.39773
0.52,0.15385,0.66667,0.25,0.58333
0.64,0,0,NaN,0.36364
0.84,0.25,0.16667,0.2,0.54924
0.78431,0.16667,0.14286,0.15385,0.51461
0.72549,0.29412,0.71429,0.41667,0.72078
0.86,0.4,0.33333,0.36364,0.63258
0.9,0.66667,0.33333,0.44444,0.6553
0.48,0.16667,0.83333,0.27778,0.63258
0.72549,0.26667,0.57143,0.36364,0.66071
0.82353,0.25,0.14286,0.18182,0.53734
0.68,0.22222,0.66667,0.33333,0.67424
0.6,0.0625,0.16667,0.090909,0.41288
0.58,0,0,NaN,0.32955
0.88235,1,0.14286,0.25,0.57143
0.82353,0.4,0.57143,0.47059,0.71753
0.9,0.57143,0.66667,0.61538,0.79924
0.76,0.25,0.5,0.33333,0.64773
0.76,0.25,0.5,0.33333,0.64773
0.90196,1,0.28571,0.44444,0.64286
0.86275,0.5,0.28571,0.36364,0.62013
0.68,0,0,NaN,0.38636
0.78,0.27273,0.5,0.35294,0.65909
0.56,0.16667,0.66667,0.26667,0.60606
0.80392,0,0,NaN,0.46591
0.80392,0.2,0.14286,0.16667,0.52597
0.86,0.44444,0.66667,0.53333,0.77652
0.56,0.16667,0.66667,0.26667,0.60606
0.8,0.16667,0.16667,0.16667,0.52652
0.90196,0.75,0.42857,0.54545,0.70292
0.86275,0.5,0.42857,0.46154,0.68019
0.62353,0.16667,0.25,0.2,0.48007
0.70588,0.34483,0.625,0.44444,0.67482
0.53488,0.23913,0.6875,0.35484,0.59375
0.47674,0.17778,0.5,0.2623,0.48571
0.63953,0.24138,0.4375,0.31111,0.56161
0.42353,0.18868,0.625,0.28986,0.50091
0.64706,0.23077,0.375,0.28571,0.54257
0.59302,0.26829,0.6875,0.38596,0.62946
0.56977,0.2,0.4375,0.27451,0.51875
0.68605,0.31034,0.5625,0.4,0.63839
0.69412,0.33333,0.625,0.43478,0.66757
0.71765,0.3,0.375,0.33333,0.58605
0.65116,0.30556,0.6875,0.42308,0.66518
0.67442,0.22727,0.3125,0.26316,0.53482
0.5,0.2,0.5625,0.29508,0.52411
0.76471,0.40909,0.5625,0.47368,0.68705
0.50588,0.13889,0.3125,0.19231,0.43161
0.7907,0.44444,0.5,0.47059,0.67857
0.53488,0.21429,0.5625,0.31034,0.54554
0.52326,0.17949,0.4375,0.25455,0.49018
0.51765,0.14286,0.3125,0.19608,0.43886
0.6,0.125,0.1875,0.15,0.44158
0.54651,0.25532,0.75,0.38095,0.625
0.59302,0.19355,0.375,0.25532,0.50893
0.74419,0.375,0.5625,0.45,0.67411
0.68235,0.28,0.4375,0.34146,0.58832
0.51765,0.17949,0.4375,0.25455,0.48687
0.60465,0.21875,0.4375,0.29167,0.54018
0.47674,0.17778,0.5,0.2623,0.48571
0.55814,0.25,0.6875,0.36667,0.60804
0.64706,0.18182,0.25,0.21053,0.49457
0.70588,0.26316,0.3125,0.28571,0.5548
0.54651,0.18919,0.4375,0.26415,0.50446
0.61628,0.2069,0.375,0.26667,0.52321
0.55814,0.2381,0.625,0.34483,0.58393
0.58824,0.25641,0.625,0.36364,0.60236
0.65882,0.31429,0.6875,0.43137,0.66984
0.60465,0.21875,0.4375,0.29167,0.54018
0.65116,0.28125,0.5625,0.375,0.61696
0.62791,0.23333,0.4375,0.30435,0.55446
0.42353,0.13333,0.375,0.19672,0.40489
0.47059,0.21569,0.6875,0.32836,0.55389
0.45349,0.15556,0.4375,0.22951,0.44732
0.4186,0.13043,0.375,0.19355,0.40179
0.47674,0.14634,0.375,0.21053,0.4375
0.67059,0.16667,0.1875,0.17647,0.48505
0.67059,0.16667,0.1875,0.17647,0.48505
0.61628,0.28205,0.6875,0.4,0.64375
0.55814,0.19444,0.4375,0.26923,0.51161
0.56977,0.2439,0.625,0.35088,0.59107
0.85714,0.66667,0.66667,0.66667,0.78788
0.75,0.42857,0.5,0.46154,0.65909
