0.59536,0.060607,0.68719,0.028387,0.54473,0.051954,0.62817,0.039814,0.23188,0.066251,0.56132,0.022916
0.56216,0.060873,0.71784,0.035981,0.58255,0.03212,0.72863,0.019398,0.41856,0.042829,0.63296,0.018497
0.40882,0.071732,0.66837,0.046245,0.29275,0.061436,0.61647,0.040388,0.37079,0.069879,0.6363,0.034786
0.24828,0.092887,0.57675,0.041075,0.28885,0.031433,0.58728,0.014036,0.25179,0.031346,0.57141,0.012742
0.27502,0.10909,0.58961,0.049032,0.29995,0.035841,0.59177,0.016859,0.29516,0.039906,0.588,0.016069
0.41087,0.11624,0.64159,0.098547,0.29751,0.11639,0.57008,0.089605,0.18014,0.00505,0.51866,0.028913
0.26106,0.12963,0.57478,0.067803,0.30854,0.095115,0.61384,0.053717,0.20291,0.097312,0.55356,0.037326
0.21237,0.073506,0.52544,0.050996,0.12499,0.054944,0.52183,0.05322,0.18182,0,0.49932,0.022443
0.75933,0.033896,0.68058,0.031162,0.72712,0.025451,0.64,0.02308,0.046448,0.023823,0.51136,0.0067167
0.52943,0.098686,0.70729,0.053152,0.43711,0.093729,0.67061,0.055335,0.12549,0.011087,0.49512,0.011628
0.37552,0.079711,0.58153,0.079326,0.37662,0.16385,0.56722,0.15375,NaN,NaN,0.5,0
0.32969,0.058893,0.62153,0.03503,0.27979,0.059541,0.58979,0.025478,0.30327,0.062839,0.60236,0.029972
0.87513,0.039344,0.73048,0.047058,0.86777,0.033707,0.72517,0.042227,0.034977,0.014698,0.48074,0.018549
0.32968,0.067499,0.60406,0.032561,0.28416,0.072967,0.58342,0.028326,0.16813,0.059597,0.54056,0.021093
0.11906,0.057364,0.51151,0.020346,0.11139,0.062313,0.51508,0.020639,0.12991,0.051439,0.52171,0.021054
0.6257,0.056036,0.68029,0.040108,0.64083,0.04352,0.63653,0.04942,0.56092,0.052058,0.65688,0.030762
0.612,0.10159,0.69973,0.073604,0.50751,0.11476,0.58877,0.089946,0.5371,0.10622,0.6635,0.073938
0.21326,0.080445,0.52999,0.022427,0.31929,0.061951,0.5607,0.024948,0.32865,0.057789,0.561,0.028903
0.36212,0.090021,0.53821,0.077558,0.23066,0.08892,0.54857,0.10685,0.32615,0.14454,0.65446,0.11951
0.53658,0.13744,0.66564,0.1376,0.35351,0.11147,0.60423,0.13325,0.45526,0.12284,0.67427,0.081846
0.40355,0.15656,0.62307,0.087858,0.35423,0.12054,0.60484,0.085635,0.47392,0.103,0.66824,0.052871
0.63391,0.13481,0.70893,0.16652,0.42942,0.17217,0.59821,0.1435,0.63245,0.202,0.73572,0.14328
0.27394,0.088192,0.57288,0.046173,0.30864,0.09937,0.59581,0.080499,0.37048,0.1214,0.60337,0.081513
