0.57392,0.061354,0.67743,0.02695,0.52871,0.058422,0.61902,0.037375,0.32158,0.047569,0.58075,0.017961
0.53865,0.089724,0.70872,0.051721,0.40425,0.057225,0.62434,0.040547,0.42793,0.0529,0.63813,0.025039
0.36525,0.07127,0.65743,0.054001,0.22246,0.051765,0.5824,0.044826,0.30182,0.062272,0.62199,0.038959
0.25527,0.10213,0.5804,0.045965,0.29701,0.034051,0.60075,0.024974,0.27633,0.034821,0.58276,0.017198
0.28368,0.10033,0.59192,0.042706,0.2772,0.036913,0.57979,0.026384,0.29495,0.039065,0.58936,0.018713
0.33774,0.13721,0.60632,0.09376,0.28886,0.10506,0.56267,0.091454,0.19872,0.11578,0.54204,0.048611
0.2701,0.11089,0.57412,0.070235,0.20798,0.072501,0.5415,0.068585,0.23198,0.10383,0.56453,0.045961
0.18516,0.080184,0.55265,0.072277,0.14504,0.062854,0.55625,0.060584,0.1378,0.067354,0.53396,0.046591
0.7333,0.037258,0.64292,0.047198,0.58731,0.060069,0.53636,0.053405,0.088561,0.034781,0.5166,0.0095429
0.36016,0.13978,0.60644,0.086269,0.2981,0.11683,0.57332,0.10519,0.16708,0.097293,0.51712,0.046337
0.32685,0.13584,0.5634,0.11921,0.33653,0.11528,0.57298,0.10588,0.20845,0.088111,0.49363,0.044335
0.25623,0.10231,0.59461,0.057517,0.2469,0.060446,0.59498,0.040999,0.3002,0.067894,0.61149,0.037617
0.85815,0.038127,0.66146,0.075294,0.72558,0.090721,0.59588,0.086182,0.066971,0.043462,0.48293,0.026412
0.27921,0.10613,0.58544,0.045051,0.29445,0.054742,0.58395,0.036989,0.20463,0.06989,0.55276,0.024978
0.13828,0.058965,0.51702,0.018865,0.29144,0.056702,0.57473,0.041901,0.1242,0.051936,0.52275,0.016096
0.6168,0.052077,0.64329,0.067544,0.50742,0.087008,0.52084,0.06739,0.54357,0.079499,0.57117,0.070182
0.54494,0.14119,0.64768,0.09228,0.49559,0.1484,0.57381,0.126,0.50444,0.11747,0.58869,0.10145
0.22464,0.10878,0.52837,0.02533,0.39527,0.050314,0.55382,0.036073,0.3895,0.056315,0.55339,0.040588
0.2074,0.085635,0.54352,0.062951,0.19089,0.083206,0.54127,0.087513,0.18289,0.082899,0.56366,0.097879
0.48155,0.1528,0.65444,0.13945,0.3698,0.1607,0.57179,0.12329,0.30598,0.13573,0.60469,0.1145
0.41637,0.17237,0.618,0.099649,0.32148,0.10641,0.56882,0.088241,0.31789,0.10933,0.5779,0.076475
0.5913,0.16848,0.68965,0.1628,0.47987,0.17825,0.61487,0.16954,0.45918,0.19147,0.64359,0.14322
0.30206,0.098881,0.57391,0.067432,0.26027,0.093856,0.55414,0.086774,0.26386,0.1098,0.54909,0.097182
