0.57392,0.061354,0.67743,0.02695,0.24188,0.011429,0.31067,0.010734
0.53865,0.089724,0.70872,0.051721,0.12533,0.0055402,0.31984,0.0059598
0.36525,0.07127,0.65743,0.054001,0.10143,0.0060551,0.40316,0.010623
0.25527,0.10213,0.5804,0.045965,0.11129,0.0037018,0.36583,0.0051158
0.28368,0.10033,0.59192,0.042706,0.096336,0.0043753,0.33755,0.0058462
0.33774,0.13721,0.60632,0.09376,0.048324,0.010798,0.26059,0.013342
0.2701,0.11089,0.57412,0.070235,0.13346,0.012766,0.41854,0.018757
0.18516,0.080184,0.55265,0.072277,0.032842,0.0055763,0.35979,0.020305
0.7333,0.037258,0.64292,0.047198,0.40248,0.0089576,0.33902,0.010054
0.36016,0.13978,0.60644,0.086269,0.24324,0.015752,0.5106,0.019894
0.32685,0.13584,0.5634,0.11921,0.070121,0.0016565,0.25544,0.022086
0.25623,0.10231,0.59461,0.057517,0.038453,0.004448,0.29464,0.0079729
0.85815,0.038127,0.66146,0.075294,0.63753,0.0096279,0.56189,0.016007
0.27921,0.10613,0.58544,0.045051,0.055098,0.0046098,0.27452,0.0058299
0.13828,0.058965,0.51702,0.018865,0.26107,0.010019,0.52085,0.012234
0.6168,0.052077,0.64329,0.067544,0.26823,0.010515,0.264,0.010577
0.54494,0.14119,0.64768,0.09228,0.19115,0.024785,0.26221,0.023324
0.22464,0.10878,0.52837,0.02533,0.21272,0.0096469,0.34775,0.009192
0.2074,0.085635,0.54352,0.062951,0.081387,0.016422,0.399,0.034604
0.48155,0.1528,0.65444,0.13945,0.090621,0.026913,0.34082,0.037724
0.41637,0.17237,0.618,0.099649,0.10861,0.016111,0.31457,0.018314
0.5913,0.16848,0.68965,0.1628,NaN,NaN,0.17862,0.0027819
0.30206,0.098881,0.57391,0.067432,0.15722,0.021186,0.40786,0.026668
